name,rSeason,r3Ptstat,nbaServicableShooter,rAge,rG,rGS,rMP,rFG,rFGA,r2P,r2PA,r3P,r3PA,rFT,rFTA,rPTS,r3PpG,r3PApG,r3Pp36,r3PAp36,rFG%,r2P%,r3P%,rFT%,rTS%,reFG%,rUsgPct,r3Pp100,r3PAp100,season,3PtStat,collegeServicableShooter,age,class,height,school,conf,role,Oposs,avgPosition,avgRole,PlusMinus,usg,efg,ts,dunks,dunkAtts,close2,close2Atts,close2Pct,far2,far2Atts,far2Pct,ft,ftAtts,ftPct,2p,2pAtt,2pPct,3pr,3p,3Pp100,3pAtts,3PAp100,3pPct,N1Sseason,N1Sage,N1Susg,N1Sefg,N1Sts,N1Sdunks,N1SdunkAtts,N1Sclose2,N1Sclose2Atts,N1Sclose2Pct,N1Sfar2,N1Sfar2Atts,N1Sfar2Pct,N1Sft,N1SftAtts,N1SftPct,N1S2p,N1S2pAtt,N1S2pPct,N1S3pr,N1S3p,N1S3pAtts,N1S3pPct,N2Sseason,N2Sage,N2Susg,N2Sefg,N2Sts,N2Sdunks,N2SdunkAtts,N2Sclose2,N2Sclose2Atts,N2Sclose2Pct,N2Sfar2,N2Sfar2Atts,N2Sfar2Pct,N2Sft,N2SftAtts,N2SftPct,N2S2p,N2S2pAtt,N2S2pPct,N2S3pr,N2S3p,N2S3pAtts,N2S3pPct,OBPR,BPR,Box OBPR,Box BPR,AdjTeamOffEff,AdjTeamEffmargin
Jerian Grant,2015,0.445466048,FALSE,23,76,6,1265,154,391,132,291,22,100,96,123,426,0.289,1.316,0.626,2.846,0.394,0.454,0.22,0.78,0.479,0.422,19,0.9,4.1,2014,0.839813079,TRUE,22,Sr,77,Notre Dame,ACC,Pure PG,2237,1,1,369,25.6,53.6,59.2,10,11,107,142,0.754,47,127,0.37,170,218,0.78,154,269,0.572,37,50,2.235136343,158,7.063030845,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,7.27,5.48,6.5,119.7,15.3
Myles Turner,2015,0.151320851,FALSE,19,60,30,1367,264,530,261,516,3,14,88,121,619,0.05,0.233,0.079,0.369,0.498,0.506,0.214,0.727,0.531,0.501,20.9,0.1,0.5,2014,0.632368047,FALSE,18,Fr,83,Texas,B12,PF/C,1164,5,2.9,101,23.8,48.8,55.6,11,13,40,54,0.741,60,141,0.426,94,112,0.839,100,195,0.513,24.1,17,1.4604811,62,5.326460481,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,4.32,1.47,3.89,100,8.1
Jalen Suggs,2021,0.57819616,FALSE,20,48,45,1307,198,548,156,352,42,196,126,163,564,0.875,4.083,1.157,5.399,0.361,0.443,0.214,0.773,0.455,0.4,25.3,1.6,7.3,2020,0.85784545,TRUE,19,Fr,76,Gonzaga,WCC,Combo G,1605,2.3,2.3,503,25.3,55.9,59.4,9,10,97,152,0.638,21,49,0.429,86,114,0.754,119,203,0.586,33.9,35,2.180685358,104,6.479750779,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,7.58,4.49,6.32,127.4,41
Gary Harris,2014,0.547389441,FALSE,20,55,6,719,66,217,45,114,21,103,35,47,188,0.382,1.873,1.051,5.157,0.304,0.395,0.204,0.745,0.395,0.353,16.6,1.5,7.2,2013,1.256864081,TRUE,19,So,76,Michigan St.,B10,Combo G,1804,2,2.6,267,25.3,51.8,56.1,22,22,65,104,0.625,49,122,0.402,115,142,0.81,114,225,0.507,50.5,81,4.490022173,230,12.74944568,0.352,2012,18,20.4,56.4,58.8,12,16,57,93,0.613,27,76,0.355,65,89,0.73,84,169,0.497,47.5,65,153,0.425,,,,,,,,,,,,,,,,,,,,,,,,4.39,7,4.46,6.04,117.2,28
Semaj Christon,2016,0.339882333,FALSE,24,64,1,973,77,223,65,160,12,63,17,31,183,0.188,0.984,0.444,2.331,0.345,0.406,0.19,0.548,0.387,0.372,12.2,0.6,3.2,2013,0.622929226,FALSE,21,So,75,Xavier,BE,Scoring PG,1901,1.3,1.6,144,26.6,50.1,54.4,11,11,119,205,0.58,63,166,0.38,157,235,0.668,182,371,0.491,11.7,19,0.999473961,49,2.577590742,0.388,2012,20,30.1,45.3,50.3,5,5,83,154,0.539,72,183,0.393,125,186,0.672,155,337,0.46,7.7,7,28,0.25,,,,,,,,,,,,,,,,,,,,,,,,2.97,4.4,2.32,2.87,109.6,6.9
Wendell Carter Jr.,2018,0.2224446,FALSE,19,44,44,1110,180,371,174,339,6,32,89,112,455,0.136,0.727,0.195,1.038,0.485,0.513,0.188,0.795,0.541,0.493,19.1,0.3,1.4,2017,0.671899134,FALSE,18,Fr,82,Duke,ACC,PF/C,1738,5,2.4,451,23.4,59.1,62.8,56,58,120,175,0.686,40,97,0.412,124,168,0.738,160,273,0.586,14.4,19,1.093210587,46,2.646720368,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,8.48,4.28,6.39,125.6,40.3
Jahlil Okafor,2015,0.07468467,FALSE,20,53,48,1591,397,781,396,775,1,6,133,194,928,0.019,0.113,0.023,0.136,0.508,0.511,0.167,0.686,0.536,0.509,27.3,0,0.2,2014,0,FALSE,19,Fr,83,Duke,ACC,C,1850,5,2.3,390,27.6,66.4,64.1,64,67,213,270,0.789,66,150,0.44,99,194,0.51,279,420,0.664,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,5.82,4.19,5.36,117.5,18.8
Hamidou Diallo,2018,0.242005992,FALSE,20,51,3,526,75,165,71,141,4,24,36,59,190,0.078,0.471,0.274,1.643,0.455,0.504,0.167,0.61,0.497,0.467,16.6,0.4,2.1,2017,0.767338103,TRUE,19,Fr,77,Kentucky,SEC,Wing G,1494,2.7,3.6,226,21.3,47,49.8,19,23,78,124,0.629,30,112,0.268,77,126,0.611,108,236,0.458,24.6,26,1.740294511,77,5.15394913,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,5.4,1.89,3.05,116.2,28.7
Pascal Siakam,2016,0.090441141,FALSE,22,55,38,859,103,205,102,198,1,7,22,32,229,0.018,0.127,0.042,0.293,0.502,0.515,0.143,0.688,0.523,0.505,13.1,0.1,0.4,2015,0.179076555,FALSE,21,So,81,New Mexico St.,WAC,C,1871,4.9,1.9,281,28,54,56.9,31,32,129,175,0.737,126,291,0.433,133,194,0.686,255,466,0.547,3.1,3,0.160342063,15,0.801710315,0.2,2014,20,21.7,56.3,60.7,31,31,113,163,0.693,43,112,0.384,97,126,0.77,156,275,0.567,0.7,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,2.51,4.67,1.88,2.56,105.3,14.6
Bruno Fernando,2019,0.209141101,FALSE,21,56,13,713,103,199,98,162,5,37,29,51,240,0.089,0.661,0.252,1.868,0.518,0.605,0.135,0.569,0.542,0.53,15.3,0.3,2.4,2018,0.228681388,FALSE,20,So,82,Maryland,B10,C,1721,5,1.3,237,23.8,61.2,65.3,52,56,124,174,0.713,46,101,0.455,113,145,0.779,170,275,0.618,3.5,3,0.174317257,10,0.581057525,0.3,2017,19,23.1,58.1,61.6,46,53,89,139,0.64,28,64,0.438,70,95,0.737,117,201,0.582,1.5,1,3,0.333,,,,,,,,,,,,,,,,,,,,,,,,2.83,5.76,1.98,3.85,112.6,24.1
Cory Jefferson,2014,0.162891068,FALSE,24,50,1,531,75,167,73,152,2,15,31,54,183,0.04,0.3,0.136,1.017,0.449,0.48,0.133,0.574,0.48,0.455,18.1,0.2,1.5,2013,0.572145384,FALSE,23,Sr,81,Baylor,B12,PF/C,1615,4.9,3.2,117,23.6,51.4,55,67,79,100,138,0.725,59,176,0.335,128,198,0.646,159,313,0.508,10.6,14,0.866873065,37,2.291021672,0.378,2012,22,19,61.8,64.4,79,87,119,150,0.793,65,146,0.445,105,146,0.719,184,297,0.62,2.6,3,8,0.375,,,,,,,,,,,,,,,,,,,,,,,,3.09,5.02,2.97,4.39,111.4,4.8
Christian Koloko,2022,0.069442782,FALSE,22,58,19,802,72,150,71,138,1,12,37,59,182,0.017,0.207,0.045,0.539,0.48,0.514,0.083,0.627,0.517,0.483,10.4,0.1,0.7,2021,0,FALSE,21,So,85,Arizona,P12,C,1723,5,2.7,417,20.6,63.5,66.1,84,93,145,196,0.74,38,89,0.427,100,136,0.735,183,285,0.642,1,0,0,3,0.174114916,0,2020,20,16.8,52,55,29,31,42,63,0.667,9,34,0.265,35,56,0.625,51,97,0.526,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,2.93,5.89,3.48,5.15,118.5,32.7
Ben Simmons,2017,0,FALSE,21,81,81,2732,544,998,544,987,0,11,191,341,1279,0,0.136,0,0.145,0.545,0.551,0,0.56,0.557,0.545,22.3,0,0.2,2015,0.125149064,FALSE,19,Fr,82,LSU,SEC,Wing F,2124,4.1,1,117,28.2,56.1,60,56,61,159,220,0.723,55,161,0.342,199,297,0.67,215,383,0.561,0.8,1,0.047080979,3,0.141242938,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,5.4,3.11,4.57,107.6,4.4
Deandre Ayton,2018,0,FALSE,20,71,70,2183,509,870,509,866,0,4,141,189,1159,0,0.056,0,0.066,0.585,0.588,0,0.746,0.608,0.585,21.2,0,0.1,2017,0.459526791,FALSE,19,Fr,85,Arizona,P12,C,1950,5,2.1,235,26.2,62.5,65,87,89,185,229,0.808,79,187,0.422,140,191,0.733,264,416,0.635,7.8,12,0.615384615,35,1.794871795,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04,6.24,4.48,5.84,120.9,23
Jalen Duren,2022,0,FALSE,19,67,31,1670,258,398,258,396,0,2,96,157,612,0,0.03,0,0.043,0.648,0.652,0,0.611,0.655,0.648,14.3,0,0.1,2021,0,FALSE,18,Fr,83,Memphis,Amer,C,1296,5,2.5,156,23,59.7,60.8,70,76,111,152,0.73,30,83,0.361,65,104,0.625,141,235,0.6,0.4,0,0,1,0.077160494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,4.99,2.35,4.18,112.7,21.5
Bam Adebayo,2017,0,FALSE,20,69,19,1368,174,340,174,333,0,7,129,179,477,0,0.101,0,0.184,0.512,0.523,0,0.721,0.57,0.512,15.9,0,0.3,2016,0,FALSE,19,Fr,82,Kentucky,SEC,C,2077,4.7,3.4,333,19.2,59.9,62.4,99,105,138,185,0.746,32,99,0.323,154,236,0.653,170,283,0.601,0.4,0,0,1,0.048146365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,5.5,2.72,3.9,117.4,27.9
Onyeka Okongwu,2020,0,FALSE,20,50,4,601,96,149,96,146,0,3,36,57,228,0,0.06,0,0.18,0.644,0.658,0,0.632,0.655,0.644,14.7,0,0.2,2019,0.128416374,FALSE,19,Fr,81,USC,P12,C,1516,5,1.7,114,23.4,61.9,64.6,58,61,135,186,0.726,39,94,0.415,103,143,0.72,175,281,0.623,1.4,1,0.065963061,4,0.263852243,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,4.07,1.48,2.74,104.5,15.2
Precious Achiuwa,2020,0,FALSE,21,61,4,737,124,228,124,227,0,1,56,110,304,0,0.016,0,0.049,0.544,0.546,0,0.509,0.55,0.544,19.5,0,0.1,2019,0.494328739,FALSE,20,Fr,81,Memphis,Amer,PF/C,1729,5,2.9,162,27.2,51.1,53.4,47,52,148,231,0.641,21,98,0.214,112,187,0.599,169,329,0.514,10.8,13,0.751879699,40,2.313475998,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,3.5,0.7,2.22,94.7,8.3
